68	rt @adoremelanyiee: i'm cool on you 🙅
69	new day  new tweets  new stats. 2 new unfollowers. via good old http://t.co/05rj3xb7gf
70	#tuq hai ya khizer malik?
71	rt @arianachanels: but tyler can't really hate on taylor when http://t.co/qztg66mzhn
72	rt @patrussell96: hash browns are an abomination on a full english!
73	热到可以五秒就蒸发 damnhot ! hotter than a hot chick
74	rt @googlefacts: having negative friends is linked to depression  lowered self esteem  insomnia and anxiety. positive friends promote good …
75	rt @thelifediaries: bored? follow @sharecarenow for highly recommended tweets that will keep you healthy for hours! follow and be fit!
76	[j-hope facts]  likes to use “@-@/” in his tweets a lot.
77	@lexi_ashley fuck off no just looking at it and reading the tweets repels me from it lol bit i'm curious
78	absolutely loved reading all @beatbloodcancer's tweets about this year's london to paris. looked so much fun! congrats to all that took part
79	i hate this heat
80	#napoli join #arsenal in race for #mariobalotelli - http://t.co/zoxffqlfdg http://t.co/9elt0v3okj
81	no fear! #nederland #chili #wk14 #worldcup #wk2014 #brasil #brazil #football #soccer #voetbal #nedchi http://t.co/p8uh6czyr5
82	74: i've known you for a while but i've never actually talked to you before  lol. you're a cool &amp; chill person tho 😊👌
83	@ra_bies guy acting as girl steeling tweets :d
84	79 tweets publicados (7 menciones) [últimas 24h] #tuitutil http://t.co/2ybisrzigm
85	next girl that tweets is cuter than cute 😍
86	rt @sibsmacd: me  trying to read zulu/xhosa tweets; http://t.co/xfc1wrucb7
87	new day  new tweets  new stats. 1 new unfollower. via good old http://t.co/4f542faomy
88	mon jun 23 08:23:27 +0000 2014
89	rt @jampmbot: 生きたいと言えェ！！　byワンピース　ルフィ
90	“@lilyyy_f: s/o to all of you that fav my teen wolf tweets  ily all” ilym
91	1 tweets retwitteados y un total de 1 rts [últimas 24h] #tuitutil http://t.co/wusqmgidpq
92	@crossword_book #graphicnovels @rhindia read the rules   will be following all of them!! so excited!
93	io 0un rpisu a mb s8veo ko 0un iz 0ssolomi0: vous suivez d sormais  mayahgirl7. ses tweets vous seront envoy s.
94	its actually sad that i have 15k tweets and 3k followers and half of those saved accounts oops
